Country,Year,Total Energy Consumption (TWh),Per Capita Energy Use (kWh),Renewable Energy Share (%),Fossil Fuel Dependency (%),Industrial Energy Use (%),Household Energy Use (%),Carbon Emissions (Million Tons),Energy Price Index (USD/kWh),Total Energy Cost (USD),Per Capita Energy Cost (USD),Carbon Intensity (kg CO₂/kWh),Renewable Energy Consumption (TWh),Fossil Fuel Energy Consumption (TWh),Industrial Energy Consumption (TWh),Household Energy Consumption (TWh),Industrial Energy Cost (USD),Household Energy Cost (USD),Region
India,2012,3716.66,18191.97,63.18,39.14,41.14,22.76,1582.24,0.08,297332800000.0,1455.3576,0.00042571556182163556,2348.185788,1454.700724,1529.0339239999998,845.9118159999999,122322713919.99998,67672945279.99999,Asia
UK,2023,688.09,28586.5,50.75,66.37,26.75,31.42,950.53,0.16,110094400000.0,4573.84,0.0013814035954598962,349.20567500000004,456.685333,184.064075,216.19787800000003,29450252000.0,34591660480.00001,Europe
China,2019,8317.72,26975.42,6.24,70.09,31.4,35.65,3492.92,0.18,1497189599999.9998,4855.575599999999,0.00041993719432729167,519.025728,5829.889948,2611.7640799999995,2965.26718,470117534399.9999,533748092400.0,Asia
China,2022,1791.95,20364.08,61.98,64.28,40.24,14.11,4634.65,0.21,376309500000.0,4276.4568,0.0025863723876224224,1110.65061,1151.86546,721.08068,252.844145,151426942800.0,53097270450.0,Asia
Canada,2007,3785.36,32155.34,57.71,31.4,34.6,24.37,260.36,0.06,227121600000.0,1929.3203999999998,6.878077646511825e-05,2184.531256,1188.60304,1309.73456,922.4922320000001,78584073600.0,55349533920.0,North America
Japan,2008,6043.51,23927.89,11.68,45.49,21.53,38.35,3827.14,0.38,2296533800000.0,9092.5982,0.0006332644440068768,705.881968,2749.192699,1301.167703,2317.6860850000003,494443727140.0,880720712300.0002,Asia
UK,2020,4874.31,1550.91,68.54,61.89,36.03,34.37,190.57,0.26,1267320600000.0,403.2366,3.909681575443499e-05,3340.852074000001,3016.7104590000004,1756.213893,1675.3003469999999,456615612180.0,435578090219.99994,Europe
China,2018,2066.74,40811.96,49.38,20.68,52.6,39.21,2320.08,0.45,930032999999.9999,18365.382,0.0011225795213718225,1020.556212,427.4018319999999,1087.1052399999999,810.3687539999999,489197357999.99994,364665939299.99994,Asia
Canada,2019,1492.1,6101.21,22.4,51.65,24.64,35.81,3402.09,0.28,417788000000.00006,1708.3388000000002,0.0022800683600294885,334.2303999999999,770.6696499999999,367.65344,534.32101,102942963200.00002,149609882800.0,North America
Canada,2014,1320.14,23472.45,52.55,60.43,20.75,19.31,2056.26,0.49,646868600000.0,11501.5005,0.001557607526474465,693.73357,797.7606020000001,273.92905,254.91903399999998,134225234500.00002,124910326659.99998,North America
Canada,2021,8643.78,29205.09,55.61,69.5,24.75,15.37,1539.71,0.37,3198198600000.0005,10805.8833,0.000178129244381509,4806.806058,6007.427100000001,2139.3355500000002,1328.5489860000002,791554153500.0001,491563124820.00006,North America
India,2009,412.44,35422.55,83.21,17.82,47.47,16.32,974.84,0.45,185598000000.0,15940.147500000001,0.002363592280089225,343.19132399999995,73.496808,195.785268,67.310208,88103370600.0,30289593600.0,Asia
Canada,2010,9772.44,20834.43,68.08,33.08,51.79,16.51,4890.46,0.49,4788495600000.0,10208.8707,0.0005004338732189709,6653.077152,3232.723152,5061.146676,1613.4298440000002,2479961871240.0,790580623560.0001,North America
USA,2004,2065.43,36909.65,30.66,47.92,21.95,12.27,2873.06,0.26,537011799999.99994,9596.509,0.001391022692611224,633.2608379999999,989.754056,453.361885,253.428261,117874090100.0,65891347860.0,
UK,2008,1192.19,7001.83,15.04,59.07,55.5,37.2,682.83,0.33,393422700000.0,2310.6039,0.0005727526652630873,179.305376,704.226633,661.66545,443.4946800000001,218349598500.0,146353244400.00003,Europe
USA,2010,5812.02,32845.55,77.52,61.1,45.09,25.08,288.34,0.46,2673529200000.0,15108.953000000001,4.961097862705221e-05,4505.477904,3551.14422,2620.6398180000006,1457.654616,1205494316280.0002,670521123360.0,
Brazil,2018,891.86,41403.78,76.92,27.73,40.73,13.04,1254.78,0.31,276476600000.0,12835.1718,0.001406924853676586,686.018712,247.312778,363.254578,116.298544,112608919180.0,36052548640.0,South America
China,2001,6064.29,44527.48,19.9,10.97,30.14,32.88,2716.19,0.07,424500300000.00006,3116.9236000000005,0.00044789909453538666,1206.79371,665.252613,1827.777006,1993.9385520000003,127944390420.00002,139575698640.00003,Asia
Japan,2005,8521.2,29188.54,10.28,58.57,34.87,19.77,3772.35,0.36,3067632000000.0,10507.8744,0.0004427017321504013,875.97936,4990.866840000001,2971.34244,1684.6412400000002,1069683278400.0,606470846400.0001,Asia
Canada,2022,574.19,15988.31,65.51,73.64,57.88,12.13,4905.75,0.47,269869299999.99997,7514.5057,0.008543774708720111,376.1518690000001,422.83351600000003,332.3411720000001,69.64924700000002,156200350840.00003,32735146090.000004,North America
Germany,2020,8018.7,8586.15,66.42,65.83,56.46,15.69,4178.04,0.4,3207480000000.0,3434.46,0.0005210370758352351,5326.02054,5278.710209999999,4527.358020000001,1258.13403,1810943208000.0005,503253612000.0,Europe
Germany,2000,4005.33,17605.16,20.06,53.57,45.02,29.73,3079.24,0.41,1642185300000.0,7218.115599999999,0.000768785593197065,803.4691979999999,2145.655281,1803.199566,1190.784609,739311822060.0,488221689690.0,Europe
China,2002,1678.96,27228.73,61.8,78.43,43.16,33.82,3349.06,0.09,151106400000.0,2450.5857,0.0019947229237146807,1037.59728,1316.808328,724.639136,567.824272,65217522240.0,51104184480.0,Asia
Brazil,2002,1843.36,10218.35,28.71,40.32,28.42,17.61,2634.25,0.38,700476800000.0,3882.973,0.0014290480427046263,529.228656,743.242752,523.882912,324.615696,199075506560.00003,123353964480.0,South America
Germany,2013,9195.77,47649.49,27.15,46.75,58.13,27.31,2201.14,0.06,551746200000.0,2858.9694,0.0002393644034159184,2496.651555,4299.022475,5345.501101000001,2511.364787,320730066060.00006,150681887220.0,Europe
USA,2019,1195.0,44908.2,32.58,10.86,50.22,10.03,3934.39,0.47,561650000000.0,21106.853999999996,0.003292376569037657,389.33099999999996,129.777,600.129,119.85849999999999,282060630000.0,56333494999.99999,
Russia,2021,8681.15,2131.38,49.23,76.22,35.29,18.35,927.92,0.46,3993329000000.0,980.4348000000001,0.00010688906423688106,4273.7301449999995,6616.772529999999,3063.5778349999996,1592.991025,1409245804099.9998,732775871500.0,Asia
India,2004,5488.02,28317.11,73.38,50.83,52.63,15.45,1702.97,0.49,2689129800000.0,13875.3839,0.00031030681375067876,4027.109076,2789.560566,2888.3449260000007,847.89909,1415289013740.0002,415470554100.0,Asia
Australia,2016,486.66,39570.79,47.38,37.36,28.47,12.3,4894.48,0.19,92465400000.0,7518.4501,0.010057288456006246,230.57950800000003,181.816176,138.552102,59.85918000000001,26324899380.0,11373244200.000002,Australia/Oceania
Germany,2014,4698.31,12646.9,30.33,13.12,28.53,24.52,2880.07,0.29,1362509900000.0,3667.6009999999997,0.0006130012706696663,1424.997423,616.418272,1340.4278430000004,1152.0256120000001,388724074470.0001,334087427480.00006,Europe
Japan,2005,8192.75,26432.86,80.14,35.37,51.64,28.93,2517.62,0.31,2539752500000.0,8194.1866,0.00030729852613591284,6565.66985,2897.775675,4230.7361,2370.1625750000003,1311528191000.0,734750398250.0001,Asia
Canada,2013,7289.41,20596.6,9.68,10.25,42.37,11.39,4261.41,0.3,2186823000000.0,6178.98,0.0005846028690936578,705.614888,747.164525,3088.5230169999995,830.263799,926556905099.9999,249079139700.0,North America
Japan,2013,4938.95,10229.04,72.75,32.7,42.23,14.14,3822.0,0.24,1185348000000.0,2454.9696,0.0007738486925358629,3593.086125,1615.03665,2085.7185849999996,698.36753,500572460399.9999,167608207200.0,Asia
UK,2024,8614.49,30929.5,71.67,76.6,42.95,37.97,1663.91,0.49,4221100100000.0,15155.455,0.00019315246752854784,6174.004983,6598.699339999999,3699.923455,3270.9218529999994,1812962492950.0,1602751707969.9998,Europe
India,2016,1291.61,49687.76,26.55,20.8,25.03,16.69,3148.51,0.45,581224500000.0,22359.492000000002,0.002437663071670241,342.92245499999996,268.65488,323.289983,215.569709,145480492350.0,97006369050.0,Asia
USA,2007,9108.42,18581.72,21.86,48.18,33.98,32.8,967.69,0.32,2914694400000.0,5946.1504,0.0001062412580886696,1991.100612,4388.436756,3095.0411159999994,2987.5617599999996,990413157119.9999,956019763199.9999,
Brazil,2007,8479.77,27842.76,79.35,23.06,42.92,32.43,312.24,0.34,2883121800000.0,9466.5384,3.6821753420198895e-05,6728.697495,1955.434962,3639.517284,2749.989411,1237435876560.0,934996399740.0001,South America
India,2018,7111.94,16728.81,52.5,64.84,29.9,19.65,4949.75,0.37,2631417800000.0,6189.6597,0.0006959774688762841,3733.7684999999997,4611.381896,2126.4700599999996,1397.4962099999998,786793922199.9999,517073597699.9999,Asia
Australia,2008,8197.09,43908.96,8.91,49.37,40.16,16.12,3699.2,0.32,2623068800000.0,14050.8672,0.00045128210133108215,730.3607189999999,4046.903333,3291.9513439999996,1321.370908,1053424430079.9999,422838690560.0,Australia/Oceania
Russia,2010,5483.77,43297.83,80.72,24.16,42.28,17.32,4657.29,0.37,2028994900000.0,16020.197100000001,0.0008492861662688261,4426.499144,1324.878832,2318.537956,949.7889640000001,857859043720.0,351421916680.00006,Asia
Germany,2012,6784.11,9349.28,34.67,70.64,57.71,26.98,4167.84,0.42,2849326200000.0,3926.6976,0.0006143532460411166,2352.050937,4792.295304,3915.1098809999994,1830.352878,1644346150019.9998,768748208760.0,Europe
Brazil,2012,5649.92,45047.47,34.08,64.88,29.83,21.43,2168.97,0.49,2768460800000.0,22073.2603,0.0003838939312415043,1925.492736,3665.668096,1685.3711359999998,1210.777856,825831856639.9999,593281149440.0,South America
Brazil,2023,3618.74,7999.68,59.68,76.59,37.57,24.87,4314.13,0.43,1556058200000.0,3439.8624,0.0011921635707456187,2159.6640319999997,2771.592966,1359.560618,899.980638,584611065740.0,386991674340.0,South America
Germany,2018,5731.72,5224.28,61.21,10.04,59.26,34.35,3944.16,0.11,630489200000.0,574.6708,0.0006881285198858284,3508.385812,575.4646879999999,3396.6172720000004,1968.8458200000002,373627899920.00006,216573040200.00003,Europe
Germany,2020,2648.91,32820.26,35.03,42.0,27.47,25.07,1328.36,0.3,794673000000.0,9846.078,0.0005014741912711267,927.9131729999999,1112.5422,727.6555769999999,664.081737,218296673099.99997,199224521100.0,Europe
Germany,2018,4458.76,19602.25,17.18,79.99,51.2,39.86,3133.89,0.33,1471390800000.0,6468.7425,0.0007028613336443316,766.0149680000001,3566.562124,2282.8851200000004,1777.2617360000002,753352089600.0002,586496372880.0001,Europe
Germany,2004,2879.68,26771.66,51.94,66.78,27.09,29.98,1559.84,0.17,489545600000.00006,4551.1822,0.0005416712968107567,1495.7057919999997,1923.0503039999999,780.105312,863.328064,132617903040.00002,146765770880.0,Europe
Germany,2015,1316.59,32802.25,58.14,68.19,54.0,16.22,1208.48,0.26,342313400000.0,8528.585000000001,0.0009178863579398294,765.465426,897.7827209999999,710.9586,213.550898,184849236000.0,55523233480.0,Europe
Brazil,2008,3286.43,3115.44,78.12,53.48,39.52,24.99,454.58,0.47,1544622100000.0,1464.2567999999999,0.00013832030501182135,2567.359116,1757.5827639999998,1298.7971360000001,821.2788569999998,610434653920.0001,386001062789.9999,South America
China,2019,8534.67,15001.18,46.18,59.9,58.89,34.4,2738.65,0.17,1450893900000.0,2550.2006,0.0003208852832036857,3941.3106060000005,5112.26733,5026.067163000001,2935.92648,854431417710.0002,499107501600.00006,Asia
China,2021,3872.7,23314.86,59.88,66.37,26.8,16.55,1992.51,0.19,735813000000.0,4429.8234,0.0005145015105740182,2318.97276,2570.31099,1037.8836000000001,640.9318499999999,197197884000.00003,121777051500.0,Asia
Japan,2002,7505.24,13696.08,9.62,16.46,47.52,31.88,485.82,0.46,3452410400000.0,6300.196800000001,6.473077476536394e-05,722.0040879999999,1235.362504,3566.490048,2392.6705119999997,1640585422080.0,1100628435519.9998,Asia
China,2018,1834.46,2924.08,81.03,58.48,47.81,11.0,3605.86,0.09,165101400000.0,263.1672,0.001965624761510199,1486.4629380000001,1072.7922079999998,877.055326,201.7906,78934979340.0,18161154000.0,Asia
Australia,2004,4301.75,4790.49,32.81,67.08,48.76,38.28,3629.15,0.45,1935787500000.0,2155.7205,0.0008436450281862033,1411.4041750000001,2885.6139000000003,2097.5333,1646.7098999999998,943889985000.0,741019454999.9999,Australia/Oceania
China,2007,1237.08,40186.52,58.74,12.86,24.04,29.9,1214.79,0.19,235045200000.0,7635.4388,0.0009819817635076148,726.6607919999999,159.08848799999998,297.394032,369.88692,56504866080.0,70278514800.0,Asia
Brazil,2013,1472.35,45613.64,82.86,30.79,31.54,14.88,4781.74,0.27,397534500000.0,12315.6828,0.0032476924644276157,1219.98921,453.33656499999995,464.37918999999994,219.08568,125382381299.99998,59153133600.00001,South America
Germany,2023,6212.62,8035.55,73.89,32.68,33.52,36.23,3900.42,0.34,2112290800000.0002,2732.0870000000004,0.0006278220782858117,4590.5049180000005,2030.284216,2082.470224,2250.832226,708039876160.0001,765282956840.0,Europe
Canada,2002,6114.07,12838.47,59.2,69.82,32.97,12.45,4036.26,0.34,2078783800000.0002,4365.0798,0.0006601592719743149,3619.5294400000002,4268.843674,2015.8088789999997,761.2017149999999,685375018860.0,258808583099.99997,North America
Canada,2023,2212.38,32786.35,64.81,64.62,47.0,22.18,68.32,0.49,1084066200000.0,16065.3115,3.088077093446876e-05,1433.8434780000002,1429.6399560000002,1039.8186,490.705884,509511114000.0,240445883160.0,North America
Australia,2012,4796.79,47736.45,83.28,55.95,22.19,32.11,4893.26,0.07,335775300000.00006,3341.5515,0.0010201113661427747,3994.7667119999996,2683.804005,1064.407701,1540.249269,74508539070.00002,107817448830.00002,Australia/Oceania
UK,2010,8646.73,15329.69,74.03,66.33,49.2,38.12,4951.96,0.37,3199290100000.0,5671.9853,0.0005726974243442319,6401.1742189999995,5735.376009,4254.191159999999,3296.133476,1574050729199.9998,1219569386120.0,Europe
Brazil,2007,1824.59,42833.07,56.84,41.74,41.06,20.46,2560.74,0.43,784573700000.0,18418.2201,0.0014034605034555709,1037.096956,761.583866,749.176654,373.31111400000003,322145961220.0,160523779020.00003,South America
USA,2018,290.18,25548.22,60.99,71.24,26.92,34.92,4925.83,0.31,89955800000.0,7919.948200000001,0.016975084430353574,176.980782,206.72423199999997,78.11645600000001,101.330856,24216101360.000004,31412565360.0,
India,2009,6554.75,47849.65,17.52,26.4,29.04,15.9,3080.1,0.49,3211827500000.0,23446.3285,0.00046990350509172737,1148.3922,1730.454,1903.4994,1042.20525,932714706000.0,510680572500.0,Asia
Japan,2017,629.63,7244.8,44.96,59.32,23.9,11.05,713.24,0.24,151111200000.0,1738.752,0.0011327922748280736,283.081648,373.496516,150.48157,69.574115,36115576800.0,16697787600.0,Asia
USA,2017,9801.41,48696.78,30.58,26.92,38.36,10.86,4080.44,0.39,3822549900000.0,18991.7442,0.00041631153068793163,2997.271178,2638.539572,3759.8208759999998,1064.433126,1466330141640.0,415128919139.99994,
Brazil,2024,6135.24,22328.44,41.72,12.79,43.8,29.75,2812.52,0.36,2208686400000.0,8038.238399999999,0.00045842053448601845,2559.622128,784.697196,2687.23512,1825.2339,967404643200.0,657084204000.0,South America
China,2006,4756.92,47670.45,61.29,29.89,43.24,14.63,1744.33,0.06,285415200000.0,2860.227,0.00036669315439401967,2915.5162680000003,1421.843388,2056.892208,695.937396,123413532480.00002,41756243760.0,Asia
Germany,2015,4356.93,23205.17,17.68,44.5,58.49,11.51,1219.1,0.3,1307079000000.0,6961.5509999999995,0.0002798071118884168,770.3052240000001,1938.83385,2548.3683570000003,501.48264300000005,764510507100.0001,150444792900.0,Europe
USA,2005,5773.4,26739.07,6.48,69.04,31.84,39.3,2618.54,0.17,981478000000.0001,4545.6419000000005,0.0004535524993937714,374.11632,3985.9553600000004,1838.2505599999997,2268.9462,312502595200.0,385720854000.0,
India,2015,997.18,40336.36,38.74,45.62,50.48,17.26,3474.17,0.29,289182200000.0,11697.544399999999,0.0034839948655207686,386.307532,454.91351599999996,503.376464,172.11326799999998,145979174560.0,49912847719.999985,Asia
UK,2015,9307.19,36270.11,32.39,22.54,48.92,23.88,4391.19,0.45,4188235500000.0,16321.549500000001,0.0004718062057398635,3014.5988410000004,2097.840626,4553.077348000001,2222.556972,2048884806600.0005,1000150637400.0,Europe
Canada,2022,6293.86,31170.36,40.74,79.49,22.45,28.39,3013.26,0.33,2076973800000.0,10286.2188,0.00047876184090526325,2564.118564,5002.9893139999995,1412.9715699999997,1786.826854,466280618099.99994,589652861820.0,North America
UK,2023,1921.39,21140.51,84.15,28.91,57.2,14.33,2105.7,0.32,614844800000.0,6764.963199999999,0.0010959253457132596,1616.8496850000001,555.4738490000001,1099.03508,275.335187,351691225600.00006,88107259840.0,Europe
India,2000,5669.55,39725.7,65.1,78.97,57.25,20.72,3179.06,0.35,1984342499999.9998,13903.994999999999,0.0005607252780203014,3690.8770499999996,4477.243635000001,3245.817375,1174.73076,1136036081250.0,411155766000.0,Asia
Germany,2023,1419.24,47437.3,32.83,75.54,35.85,29.43,2509.95,0.29,411579600000.0,13756.817,0.0017685169527352667,465.936492,1072.093896,508.79754,417.68233200000003,147551286600.0,121127876280.00002,Europe
China,2018,273.77,985.64,20.24,47.97,36.71,29.19,3277.36,0.25,68442499999.99999,246.41,0.011971216714760567,55.411047999999994,131.32746899999998,100.500967,79.91346300000001,25125241750.0,19978365750.0,Asia
India,2002,6342.12,29598.33,57.57,16.44,52.78,35.26,3064.41,0.22,1395266400000.0,6511.632600000001,0.00048318385650224216,3651.158484,1042.644528,3347.3709360000003,2236.231512,736421605920.0001,491970932640.0,Asia
Japan,2005,6519.99,43366.06,60.89,58.68,39.8,23.12,4894.48,0.37,2412396300000.0,16045.4422,0.0007506882679267913,3970.021911,3825.930132,2594.9560199999996,1507.4216880000001,960133727399.9998,557746024560.0001,Asia
India,2003,5878.6,32829.07,46.11,69.2,51.97,36.69,3130.12,0.4,2351440000000.0,13131.628,0.0005324601095498928,2710.62246,4067.9912000000004,3055.10842,2156.85834,1222043368000.0,862743336000.0001,Asia
Brazil,2003,1916.48,40141.05,23.08,41.17,21.45,30.47,3470.64,0.24,459955200000.0,9633.852,0.0018109450659542494,442.323584,789.014816,411.08495999999997,583.951456,98660390399.99998,140148349440.0,South America
China,2003,6073.96,44805.52,7.43,26.73,30.01,26.86,4467.3,0.07,425177200000.00006,3136.3864,0.0007354839346982858,451.295228,1623.5695079999998,1822.7953960000002,1631.465656,127595677720.00003,114202595920.00002,Asia
Germany,2009,659.46,37672.08,27.58,66.2,23.64,13.51,4569.46,0.29,191243400000.0,10924.9032,0.006929093500743032,181.87906800000002,436.56252000000006,155.896344,89.093046,45209939760.0,25836983340.0,Europe
Canada,2008,6131.46,35992.36,43.86,48.16,38.17,27.24,747.34,0.31,1900752600000.0,11157.6316,0.00012188614131055246,2689.258356,2952.9111359999997,2340.378282,1670.2097039999999,725517267420.0,517765008239.99994,North America
Canada,2007,5584.77,48254.92,71.97,23.83,54.17,27.84,2296.33,0.27,1507887900000.0,13028.8284,0.00041117718366199505,4019.3589690000003,1330.8506909999999,3025.2699090000006,1554.7999680000003,816822875430.0002,419795991360.0001,North America
India,2018,6587.02,43252.39,77.57,76.47,42.79,32.76,4716.71,0.21,1383274200000.0,9083.0019,0.000716061284161882,5109.551414,5037.094194,2818.585858,2157.907752,591903030180.0,453160627920.0,Asia
Brazil,2016,8965.21,40861.2,40.1,76.37,40.81,31.57,4800.86,0.45,4034344500000.0,18387.54,0.0005354988895965627,3595.0492099999997,6846.730876999999,3658.7022009999996,2830.316797,1646415990449.9998,1273642558650.0,South America
USA,2016,8518.55,4776.97,72.67,35.69,34.64,25.9,990.66,0.27,2300008500000.0,1289.7819000000002,0.00011629443978141821,6190.430285,3040.2704949999998,2950.82572,2206.3044499999996,796722944400.0,595702201499.9999,
UK,2000,9808.48,12331.98,89.43,14.48,22.54,27.78,2246.34,0.41,4021476800000.0,5056.1118,0.00022902019477023962,8771.723664000001,1420.267904,2210.8313919999996,2724.795744,906440870719.9998,1117166255040.0,Europe
